tweet,class,sentiment
great debate good job obama,1,positive
want see president obama,1,positive
president obama better confident msnbc might easily considered obama best debate performance,1,positive
brought obama,0,neutral
clear victory president obama,1,positive
number one reason hate obama killing child never even consider group,-1,negative
man much liar fake moron obama really romney,-1,negative
clear victory pres obama debate,1,positive
obama went kill tonight,1,positive
debate obama yall already know care nobody say,1,positive
wow obama,1,positive
obama lie immigration success reference though,-1,negative
bring jobs back obama,0,neutral
obama debate,1,positive
one mistake compared million obama already made,-1,negative
obama tonight,1,positive
got kidding win obama,1,positive
well obama solid,1,positive
could vote would obama,-1,negative
vote obama make racist fact vote black kinda,0,neutral
debate number goes barack obama,1,positive
obama debate total control,1,positive
obama believes,1,positive
represents little slam president obama played big boss man,1,positive
say obama talk play views greatest middle class via education better america obama,1,positive
give obama back,1,positive
obama like,0,neutral
looking first debate obama looks like nice guy pushed far,1,positive
vote obama vote,1,positive
obama hit tell team obama,1,positive
think anyone cares everyone cares obama,-1,negative
obama talking time minutes longer romney,0,neutral
obama,1,positive
obama debate hands,1,positive
obama got posted got vote,1,positive
acts ever shake nation time obama said word terror,-1,negative
obama vote,1,positive
pres obama clear let know president united states obama,1,positive
obama took debate came swinging never stopped,1,positive
sorry guys four years obama going much like last four,-1,negative
obama awesome tonite presidential taking,1,positive
obama,1,positive
female college student obama made better points future country,1,positive
obama president always responsible spent past four years blaming bush romney,-1,negative
obama finished strong,1,positive
obama win debate,1,positive
blame obama trying create jobs four years,1,positive
think obama substance delivered rhetoric lies well,1,positive
look pension big obama,0,neutral
obama needed good work,1,positive
believe obama got next years,1,positive
obama much better level,-1,negative
give obama years deserves,1,positive
obama obama obama obama obama obama obama obama obama obama obama,1,positive
obama clearly speech case,1,positive
american people little much need substance politics says obama voter,0,neutral
clear win obama,1,positive
people like obama black ignorant,1,positive
obama destroyed,1,positive
obama get,1,positive
round obama,1,positive
msm obama victory,0,neutral
dont give damn anyone says years obama changed gas prices good way obama,-1,negative
obama supporters follow even,0,neutral
obama lied libya comments watch read transcript,-1,negative
obama one,1,positive
obama,1,positive
guess obama want,0,neutral
obama debate whole room went lady put mitt place obama,1,positive
vote obama,1,positive
master taking things still see reason give obama job back yrs,-1,negative
obama tonight,1,positive
straight obama debate,1,positive
obama first president made watch debate,1,positive
smart students call debate obama,1,positive
talk election likes match lol clearly obama came swinging,1,positive
obama put question last would,0,neutral
obama,1,positive
lose obama,-1,negative
win obama win medicare obama care medicare saves years,1,positive
want obama sticker car crazy lol,0,neutral
lol know know obama wow,1,positive
obama debate,1,positive
obama gave,1,positive
thought going straight fight one point obama would obviously win,1,positive
obama thing tonight lie,1,positive
president obama taxes foreign women issues lead take responsibility,1,positive
case know obama people get second mess first one obama,0,neutral
obama say promises fix last years opportunity failed,-1,negative
obama think,0,neutral
never obama till die love man,1,positive
obama must growing fast national debt,-1,negative
debate watching even republicans admitting obama debate,1,positive
barack obama,0,neutral
obama sent many oil soros major company,0,neutral
amen bottom line obama lied rose garden comments candy crowley shameful,-1,negative
obama clean line tho,1,positive
give edge obama way draw,1,positive
obama got much,-1,negative
obama look camera say look face got,1,positive
words words points points president obama president,1,positive
tired everybody talking bout first debate obama done,1,positive
would ask obama campaign opinion obviously defend obama,0,neutral
love see unemployment line obama job,0,neutral
see need either candidates like obama vote easy need,0,neutral
vote barack obama,1,positive
obama time tho give,1,positive
either people calling obama winner,1,positive
obama keep talking keep listening hear rhetoric,-1,negative
obama hands,1,positive
obama isnt cause recession recession caused unemployment,0,neutral
live oil obama cost many jobs kidding south,-1,negative
debate tonight game obama,0,neutral
obama tax,-1,negative
obama winning debate,1,positive
obama swag tonight,1,positive
